tweet_id,retweet_count,favorite_count
729838605770891264,335,1564
729823566028484608,1107,3571
729463711119904772,2059,5206
729113531270991872,286,1706
728986383096946689,728,2826
728760639972315136,1518,4191
728751179681943552,604,2473
728653952833728512,933,3001
728409960103686147,1794,4398
728387165835677696,863,3331
728046963732717569,1064,3839
728035342121635841,1481,4070
728015554473250816,975,3693
727685679342333952,560,2662
727644517743104000,1566,5273
727524757080539137,1060,4009
727314416056803329,661,2999
727286334147182592,733,2749
727175381690781696,1220,3509
727155742655025152,1179,3258
726935089318363137,2167,6158
726887082820554753,1348,3463
726828223124897792,901,3216
726224900189511680,1022,3974
725842289046749185,2376,6369
725786712245440512,1226,3761
725729321944506368,1579,4675
725458796924002305,550,1283
724983749226668032,1146,3359
724771698126512129,560,2106
724405726123311104,1486,4761
724049859469295616,1589,3876
724046343203856385,507,2402
724004602748780546,1376,3759
723912936180330496,1106,3506
723688335806480385,2608,6912
723673163800948736,805,2731
723179728551723008,1661,4756
722974582966214656,1407,3699
722613351520608256,1467,4482
721503162398597120,1617,4148
721001180231503872,545,2294
720785406564900865,684,2787
720775346191278080,552,2217
720415127506415616,1339,3708
720389942216527872,2224,5734
720340705894408192,854,2570
720059472081784833,1001,3466
720043174954147842,1782,4463
719991154352222208,1570,4386
719704490224398336,1269,4060
719551379208073216,1687,4558
719367763014393856,676,2547
719339463458033665,1101,3994
719332531645071360,835,3105
718971898235854848,959,3133
718939241951195136,1554,4692
718631497683582976,7101,16931
718613305783398402,423,2191
718540630683709445,910,2197
718460005985447936,465,2426
718454725339934721,1354,4402
718246886998687744,439,1715
718234618122661888,897,3475
717841801130979328,538,2225
717790033953034240,973,2571
717537687239008257,1628,5180
717428917016076293,399,1444
717421804990701568,740,2806
717047459982213120,1709,5646
717009362452090881,857,2920
716802964044845056,1030,3880
716791146589110272,1436,7558
716730379797970944,392,1115
716447146686459905,5214,11744
716439118184652801,184,2141
716285507865542656,949,2507
716080869887381504,1679,6100
715928423106027520,774,2867
715758151270801409,1267,3343
715733265223708672,1504,4172
715704790270025728,506,2506
715696743237730304,1144,3497
715680795826982913,1427,3894
715360349751484417,1389,4922
715342466308784130,612,2724
715220193576927233,576,2158
715200624753819648,1655,4641
715009755312439296,1079,3729
714982300363173890,915,3346
714962719905021952,3769,6575
714957620017307648,1264,3727
714631576617938945,876,2948
714606013974974464,814,3275
714485234495041536,998,2401
714258258790387713,661,2742
714251586676113411,749,2959
714214115368108032,787,2078
714141408463036416,1250,3900
713919462244790272,705,2970
713909862279876608,478,1711
713900603437621249,645,2549
713761197720473600,1218,4365
713411074226274305,1162,4003
713177543487135744,2553,6495
713175907180089344,1311,3995
712809025985978368,5982,17147
712717840512598017,4441,11083
712668654853337088,1085,3740
712438159032893441,1395,4778
712309440758808576,24,217
712097430750289920,916,3375
712092745624633345,791,2640
712085617388212225,430,2942
712065007010385924,560,2026
711998809858043904,119,0
711968124745228288,2052,7238
711743778164514816,890,2557
711732680602345472,3633,7919
711694788429553666,16356,29654
711652651650457602,810,3463
711363825979756544,1003,3251
711306686208872448,665,2984
711008018775851008,549,2671
710997087345876993,1244,4108
710844581445812225,602,2300
710833117892898816,466,2411
710658690886586372,509,2088
710609963652087808,2130,4336
710588934686908417,1670,4096
710296729921429505,659,2146
710283270106132480,472,1937
710272297844797440,1116,4046
710269109699739648,996,2149
710153181850935296,796,2634
710140971284037632,788,2468
710117014656950272,1759,4927
709918798883774466,970,3137
709901256215666688,90,596
709852847387627521,1074,3163
709566166965075968,1051,3178
709556954897764353,966,2941
709519240576036864,216,1350
709449600415961088,509,1965
709409458133323776,605,2381
709225125749587968,516,2152
709207347839836162,5104,11224
709198395643068416,577,2209
709179584944730112,594,1816
709158332880297985,359,1830
709042156699303936,1456,4224
708853462201716736,585,1641
708845821941387268,795,2697
708834316713893888,444,1502
708810915978854401,6170,14904
708738143638450176,728,2485
708711088997666817,631,2291
708479650088034305,610,2292
708469915515297792,717,2764
708400866336894977,8923,14389
708356463048204288,1179,3236
708349470027751425,665,2142
708149363256774660,1391,3894
708130923141795840,769,3035
708119489313951744,871,2426
708109389455101952,493,1764
708026248782585858,1722,3985
707995814724026368,990,2801
707983188426153984,2,43
707969809498152960,856,2433
707776935007539200,854,2939
707741517457260545,546,2240
707738799544082433,2165,3656
707693576495472641,902,3046
707629649552134146,773,2308
707610948723478529,5629,15282
707420581654872064,613,2023
707411934438625280,534,2072
707387676719185920,1123,3139
707377100785885184,959,2940
707315916783140866,565,2239
707297311098011648,699,2513
707059547140169728,611,2353
707038192327901184,702,1974
707021089608753152,1208,3651
707014260413456384,535,2069
706904523814649856,7017,13168
706901761596989440,512,1849
706681918348251136,880,2959
706644897839910912,963,2303
706593038911545345,568,1940
706538006853918722,1269,3129
706516534877929472,917,2825
706346369204748288,825,3090
706310011488698368,7015,19133
706291001778950144,427,1532
706265994973601792,831,2451
706169069255446529,1985,3526
706166467411222528,1423,4628
706153300320784384,337,1331
705975130514706432,652,2807
705970349788291072,784,2861
705898680587526145,487,2130
705786532653883392,459,1764
705591895322394625,1008,2828
705475953783398401,808,2671
705442520700944385,1434,3986
705428427625635840,1494,3422
705239209544720384,666,2688
705223444686888960,706,2329
705102439679201280,468,1929
705066031337840642,549,1972
704871453724954624,1000,3911
704859558691414016,469,2019
704847917308362754,1342,4600
704819833553219584,883,2389
704761120771465216,2584,5983
704499785726889984,879,2588
704491224099647488,68,672
704480331685040129,960,3068
704364645503647744,3178,7195
704347321748819968,306,1412
704134088924532736,403,1360
704113298707505153,511,1670
704054845121142784,832,2640
703774238772166656,396,1668
703769065844768768,1002,2934
703631701117943808,588,2318
703611486317502464,1354,3455
703425003149250560,1203,3415
703407252292673536,612,2217
703382836347330562,1010,3149
703356393781329922,338,1727
703268521220972544,489,1794
703079050210877440,2750,6669
703041949650034688,11120,23780
702932127499816960,637,2303
702899151802126337,402,1453
702684942141153280,950,2909
702671118226825216,498,1968
702598099714314240,3088,11040
702539513671897089,852,2588
702332542343577600,1361,2864
702321140488925184,934,2952
702276748847800320,685,2232
702217446468493312,1203,4270
701981390485725185,873,3077
701952816642965504,913,3446
701889187134500865,1241,3178
701805642395348998,1488,3063
701601587219795968,411,1882
701570477911896070,821,2514
701545186879471618,535,2397
701214700881756160,4559,11009
700890391244103680,500,1987
700864154249383937,549,2346
700847567345688576,444,2221
700796979434098688,849,2197
700747788515020802,8291,20523
700518061187723268,710,2336
700505138482569216,516,2052
700462010979500032,1604,3703
700167517596164096,641,2367
700151421916807169,596,2008
700143752053182464,2389,6749
700062718104104960,597,2390
700029284593901568,523,1875
700002074055016451,1185,2967
699801817392291840,836,2717
699788877217865730,465,2008
699779630832685056,1088,2449
699775878809702401,530,1772
699691744225525762,4076,9252
699446877801091073,2346,5374
699434518667751424,457,1986
699423671849451520,282,1222
699413908797464576,556,1885
699370870310113280,383,1697
699323444782047232,774,2839
699088579889332224,551,2026
699079609774645248,560,2209
699072405256409088,1063,2650
699060279947165696,1588,3366
699036661657767936,1077,2359
698989035503689728,859,3017
698953797952008193,802,2418
698907974262222848,544,2290
698710712454139905,604,2215
698703483621523456,332,1295
698635131305795584,305,1161
698549713696649216,548,2093
698355670425473025,389,1665
698342080612007937,856,2033
698262614669991936,1755,4301
698195409219559425,5358,15173
698178924120031232,665,2536
697995514407682048,299,1378
697990423684476929,1155,2960
697943111201378304,597,2156
697881462549430272,1037,2729
697630435728322560,489,1563
697616773278015490,906,2838
697596423848730625,1111,2705
697575480820686848,445,1846
697516214579523584,977,1837
697482927769255936,593,2189
697463031882764288,1245,3095
697270446429966336,1683,4258
697259378236399616,881,2966
697255105972801536,1040,2789
697242256848379904,605,2280
696900204696625153,914,2863
696894894812565505,613,2121
696886256886657024,1602,4365
696877980375769088,628,2212
696754882863349760,325,1344
696744641916489729,824,1858
696713835009417216,574,2136
696518437233913856,1539,3559
696490539101908992,122,1107
696488710901260288,908,2270
696405997980676096,1033,2866
696100768806522880,580,1733
695816827381944320,1032,2704
695794761660297217,689,2855
695767669421768709,654,1674
695629776980148225,1854,4109
695446424020918272,1626,4015
695409464418041856,3185,7793
695314793360662529,1279,3281
695095422348574720,534,2404
695074328191332352,973,2560
695064344191721472,520,1451
695051054296211456,710,2380
694925794720792577,805,2439
694905863685980160,819,2475
694669722378485760,12826,32221
694356675654983680,245,1364
694352839993344000,534,1845
694342028726001664,424,1433
694329668942569472,443,1785
694206574471057408,1828,3734
694183373896572928,831,2654
694001791655137281,910,3061
693993230313091072,354,1700
693942351086120961,322,1582
693647888581312512,511,2409
693644216740769793,115,1228
693642232151285760,373,2292
693629975228977152,715,2222
693622659251335168,331,1400
693590843962331137,1752,4544
693582294167244802,219,1492
693486665285931008,558,1599
693280720173801472,1103,3037
693267061318012928,719,2160
693262851218264065,445,2011
693231807727280129,657,2600
693155686491000832,2851,7119
693109034023534592,548,1529
693095443459342336,398,1659
692919143163629568,683,2445
692905862751522816,774,2196
692901601640583168,531,1587
692894228850999298,701,2031
692828166163931137,781,2600
692752401762250755,3239,6145
692568918515392513,1373,3954
692535307825213440,1219,2843
692530551048294401,361,1654
692423280028966913,192,1343
692417313023332352,3081,8443
692187005137076224,735,2290
692158366030913536,709,1929
692142790915014657,350,1475
692041934689402880,1118,3058
692017291282812928,853,2615
691820333922455552,1460,3558
691793053716221953,3760,7331
691756958957883396,873,2552
691675652215414786,455,1759
691483041324204033,493,2147
691459709405118465,999,3656
691444869282295808,735,2380
691416866452082688,6774,17462
691321916024623104,587,2328
691096613310316544,781,2692
691090071332753408,299,1565
690989312272396288,2562,5321
690959652130045952,1094,3243
690938899477221376,1716,3705
690932576555528194,883,2970
690735892932222976,1126,3418
690728923253055490,458,1946
690690673629138944,734,2098
690649993829576704,244,1180
690607260360429569,14,276
690597161306841088,539,1745
690400367696297985,396,1711
690374419777196032,755,2909
690360449368465409,778,2392
690348396616552449,457,1342
690248561355657216,364,1504
690021994562220032,911,2530
690015576308211712,650,2249
690005060500217858,1526,3309
689999384604450816,325,1271
689993469801164801,396,1327
689977555533848577,403,1237
689905486972461056,609,2219
689877686181715968,1026,2748
689835978131935233,679,1973
689661964914655233,840,2932
689659372465688576,3428,9316
689623661272240129,570,2001
689599056876867584,4957,10535
689557536375177216,396,1854
689517482558820352,1275,3070
689289219123089408,830,2035
689283819090870273,982,2951
689280876073582592,632,1790
689275259254616065,218,1033
689255633275777024,962,2294
689154315265683456,882,2800
689143371370250240,450,1837
688916208532455424,761,2443
688908934925697024,697,1904
688898160958271489,701,1886
688894073864884227,613,2024
688828561667567616,312,1255
688804835492233216,166,872
688789766343622656,595,2012
688547210804498433,612,2348
688519176466644993,647,2109
688385280030670848,4020,8350
688211956440801280,732,2038
688179443353796608,521,1931
688116655151435777,686,2561
688064179421470721,315,1558
687841446767013888,2208,4915
687826841265172480,997,2470
687818504314159109,851,2245
687807801670897665,642,2138
687732144991551489,585,1590
687704180304273409,758,2199
687664829264453632,464,1763
687494652870668288,520,1729
687480748861947905,215,1446
687476254459715584,472,1778
687460506001633280,485,1850
687399393394311168,541,1711
687317306314240000,8198,18255
687312378585812992,1704,3936
687127927494963200,2016,4874
687124485711986689,456,1977
687109925361856513,2200,5262
687102708889812993,856,2121
687096057537363968,546,2035
686947101016735744,2850,7815
686760001961103360,1243,3179
686749460672679938,1297,3142
686730991906516992,1072,3736
686683045143953408,719,2560
686618349602762752,1220,3348
686606069955735556,482,1712
686394059078897668,627,1562
686386521809772549,775,2945
686377065986265092,502,2006
686358356425093120,580,1952
686286779679375361,1497,3638
686050296934563840,650,2032
686035780142297088,101,1040
686034024800862208,1015,2787
686007916130873345,356,2239
686003207160610816,557,1648
685973236358713344,468,1893
685943807276412928,525,1472
685906723014619143,2551,6763
685681090388975616,109,1845
685667379192414208,506,2143
685663452032069632,1311,2921
685641971164143616,689,2647
685547936038666240,13875,29747
685532292383666176,1033,2755
685325112850124800,3524,8488
685321586178670592,573,2399
685315239903100929,931,2969
685307451701334016,388,1881
685268753634967552,1053,2770
685198997565345792,585,2091
685169283572338688,1257,3699
684969860808454144,323,2164
684959798585110529,2763,6167
684940049151070208,922,2896
684926975086034944,409,3128
684914660081053696,1304,3164
684902183876321280,458,1668
684880619965411328,713,1884
684830982659280897,19324,31673
684800227459624960,894,2463
684594889858887680,3117,8013
684588130326986752,1259,3743
684567543613382656,1085,2711
684538444857667585,839,2380
684481074559381504,1054,3489
684460069371654144,492,1778
684241637099323392,2901,7343
684225744407494656,182,1112
684222868335505415,1218,3433
684200372118904832,926,1934
684195085588783105,450,1719
684188786104872960,1027,3136
684177701129875456,584,1825
684147889187209216,1342,2671
684122891630342144,416,1821
684097758874210310,1271,3708
683857920510050305,999,3444
683852578183077888,311,1754
683849932751646720,841,2364
683834909291606017,1002,2360
683828599284170753,959,2531
683773439333797890,1203,2994
683742671509258241,2958,5843
683515932363329536,2573,6681
683498322573824003,860,2860
683481228088049664,888,2397
683462770029932544,609,2185
683449695444799489,1434,3508
683391852557561860,2145,6873
683357973142474752,812,2616
683142553609318400,922,2584
683111407806746624,810,3068
683098815881154561,580,1957
683078886620553216,512,1808
683030066213818368,651,1946
682962037429899265,14641,33058
682808988178739200,149,1587
682788441537560576,1003,2235
682750546109968385,388,1363
682697186228989953,327,1184
682662431982772225,971,2741
682638830361513985,529,1860
682429480204398592,1022,3101
682406705142087680,1561,6796
682393905736888321,581,2019
682389078323662849,419,1500
682303737705140231,874,2763
682259524040966145,1061,3705
682242692827447297,1024,2903
682088079302213632,8729,16408
682059653698686977,1514,4449
682047327939461121,835,2880
682032003584274432,1759,5935
682003177596559360,1343,2796
681981167097122816,906,2544
681891461017812993,736,2212
681694085539872773,3612,11529
681679526984871937,393,1595
681654059175129088,808,2366
681610798867845120,412,1694
681579835668455424,1159,3179
681523177663676416,5116,12905
681340665377193984,246,1482
681339448655802368,3645,8392
681320187870711809,661,2360
681302363064414209,1599,3519
681297372102656000,839,2908
681281657291280384,980,2906
681261549936340994,234,1296
681242418453299201,465,1325
681231109724700672,431,2187
681193455364796417,1305,3330
680970795137544192,577,2171
680959110691590145,1787,4144
680940246314430465,919,2857
680934982542561280,389,1870
680913438424612864,553,2160
680889648562991104,316,1569
680836378243002368,1163,3120
680805554198020098,595,1920
680801747103793152,728,2141
680798457301471234,928,2550
680609293079592961,619,2354
680583894916304897,1172,3236
680497766108381184,1705,3797
680494726643068929,429,1543
680473011644985345,655,2303
680440374763077632,426,1298
680221482581123072,254,1323
680206703334408192,1020,2530
680191257256136705,435,1938
680176173301628928,1367,3474
680161097740095489,653,2097
680145970311643136,1533,3244
680130881361686529,839,2064
680115823365742593,812,2449
680100725817409536,1224,3232
680085611152338944,8008,11520
680070545539371008,762,2335
679877062409191424,568,1738
679872969355714560,587,1966
679862121895714818,541,2191
679854723806179328,1081,2557
679844490799091713,677,2137
679828447187857408,12351,32436
679777920601223168,974,2796
679736210798047232,706,1869
679729593985699840,733,1953
679722016581222400,421,1502
679530280114372609,1847,4277
679527802031484928,644,2365
679511351870550016,1118,2992
679503373272485890,1311,2839
679475951516934144,568,1872
679462823135686656,16747,28805
679405845277462528,1049,2114
679158373988876288,7122,19024
679148763231985668,900,2495
679132435750195208,1013,2630
679111216690831360,2264,5307
679062614270468097,7084,15167
679047485189439488,582,2021
679001094530465792,1076,2545
678991772295516161,997,2019
678969228704284672,405,1468
678800283649069056,802,2304
678798276842360832,1010,3105
678774928607469569,803,2514
678767140346941444,1204,3157
678764513869611008,411,1455
678755239630127104,2884,6369
678740035362037760,1468,3327
678708137298427904,2148,5013
678675843183484930,1292,2541
678643457146150913,352,1829
678446151570427904,1349,3590
678424312106393600,2229,4891
678410210315247616,1584,3749
678399652199309312,28111,71919
678396796259975168,367,1424
678389028614488064,371,1674
678380236862578688,807,2186
678341075375947776,467,1539
678334497360859136,222,1159
678278586130948096,5409,10202
678255464182861824,322,1419
678023323247357953,337,1701
678021115718029313,5523,12084
677961670166224897,1497,3083
677918531514703872,353,1189
677895101218201600,1805,4297
677716515794329600,853,2721
677700003327029250,1263,3044
677698403548192770,281,1090
677687604918272002,735,2212
677673981332312066,1320,2970
677662372920729601,831,1741
677644091929329666,715,1666
677573743309385728,587,1903
677565715327688705,404,1159
677557565589463040,995,2175
677547928504967168,3233,6180
677530072887205888,196,940
677335745548390400,1524,2688
677334615166730240,247,1197
677331501395156992,202,966
677328882937298944,1316,3261
677314812125323265,461,1462
677301033169788928,350,1089
677269281705472000,627,1763
677228873407442944,1429,3146
677187300187611136,796,2434
676975532580409345,932,2474
676957860086095872,712,1981
676949632774234114,345,1157
676948236477857792,760,1916
676946864479084545,321,1537
676942428000112642,659,1833
676936541936185344,4351,11339
676916996760600576,1592,2643
676897532954456065,631,1993
676864501615042560,615,1845
676821958043033607,13533,20231
676819651066732545,590,1617
676811746707918848,370,1281
676776431406465024,1776,4437
676617503762681856,843,2564
676613908052996102,170,959
676606785097199616,384,1683
676603393314578432,332,1021
676593408224403456,1846,4040
676590572941893632,106,816
676588346097852417,682,2035
676582956622721024,248,1050
676575501977128964,974,2280
676533798876651520,483,1664
676496375194980353,458,1339
676470639084101634,4098,10351
676440007570247681,580,1534
676430933382295552,300,1234
676263575653122048,473,1843
676237365392908289,242,1060
676219687039057920,27270,69201
676215927814406144,509,1529
676191832485810177,899,2003
676146341966438401,576,1719
676121918416756736,1009,1915
676101918813499392,1033,2534
676098748976615425,1227,2621
676089483918516224,383,1151
675898130735476737,497,1408
675891555769696257,749,1879
675888385639251968,823,2071
675878199931371520,1219,3689
675870721063669760,488,1431
675853064436391936,1115,2379
675849018447167488,122,841
675845657354215424,762,1999
675822767435051008,467,1353
675820929667219457,201,935
675798442703122432,3004,9114
675781562965868544,413,1426
675740360753160193,290,1035
675710890956750848,707,1641
675707330206547968,587,1748
675706639471788032,82,567
675534494439489536,352,1625
675531475945709568,323,1043
675522403582218240,245,913
675517828909424640,401,1117
675501075957489664,5121,15158
675497103322386432,1109,2752
675489971617296384,524,1120
675483430902214656,836,1618
675432746517426176,494,1335
675372240448454658,447,1492
675362609739206656,189,919
675354435921575936,14682,29008
675349384339542016,1965,3452
675334060156301312,1113,2428
675166823650848770,1356,3105
675153376133427200,2223,5477
675149409102012420,1476,3282
675147105808306176,193,827
675146535592706048,248,1040
675145476954566656,766,1872
675135153782571009,404,1139
675113801096802304,677,1699
675111688094527488,209,847
675109292475830276,983,2461
675047298674663426,268,911
675015141583413248,1017,2360
675006312288268288,195,855
675003128568291329,398,1358
674999807681908736,940,1941
674805413498527744,305,737
674800520222154752,734,2638
674793399141146624,935,2165
674790488185167872,214,965
674788554665512960,180,706
674781762103414784,1020,1753
674774481756377088,398,961
674767892831932416,681,1591
674764817387900928,198,684
674754018082705410,377,1200
674752233200820224,389,1276
674743008475090944,454,1231
674742531037511680,42,420
674739953134403584,321,950
674737130913071104,79,566
674690135443775488,406,1006
674670581682434048,557,1419
674664755118911488,200,795
674646392044941312,420,1234
674644256330530816,236,905
674638615994089473,499,1484
674632714662858753,492,1316
674606911342424069,85,827
674468880899788800,1759,5463
674447403907457024,309,932
674436901579923456,337,964
674422304705744896,454,1250
674416750885273600,113,590
674410619106390016,389,1044
674394782723014656,480,1306
674372068062928900,275,743
674330906434379776,64,485
674318007229923329,441,1221
674307341513269249,5944,9931
674291837063053312,5058,12882
674271431610523648,632,1360
674269164442398721,200,800
674265582246694913,720,1433
674262580978937856,374,1152
674255168825880576,458,1271
674082852460433408,141,658
674075285688614912,243,864
674063288070742018,1884,5579
674053186244734976,1105,2884
674051556661161984,423,1265
674045139690631169,549,1242
674042553264685056,108,623
674038233588723717,361,950
674036086168010753,180,743
674024893172875264,1059,1552
674019345211760640,258,990
674014384960745472,547,1360
674008982932058114,294,1064
673956914389192708,820,1711
673919437611909120,319,1034
673906403526995968,1408,2778
673887867907739649,218,821
673716320723169284,661,2711
673715861853720576,1780,3089
673711475735838725,259,919
673709992831262724,229,732
673708611235921920,250,936
673707060090052608,338,968
673705679337693185,349,1101
673700254269775872,490,1258
673697980713705472,1669,3422
673689733134946305,557,1505
673688752737402881,429,1099
673686845050527744,365,1249
673680198160809984,401,1199
673662677122719744,318,1101
673656262056419329,192,630
673636718965334016,305,966
673612854080196609,618,1393
673583129559498752,307,1040
673580926094458881,230,718
673576835670777856,480,1202
673363615379013632,266,910
673359818736984064,581,1260
673355879178194945,487,1305
673352124999274496,470,1462
673350198937153538,182,663
673345638550134785,1083,2179
673343217010679808,233,837
673342308415348736,485,1108
673320132811366400,6754,11714
673317986296586240,213,759
673295268553605120,2697,6575
673270968295534593,307,925
673240798075449344,609,1238
673213039743795200,713,1919
673148804208660480,536,1450
672997845381865473,620,1708
672995267319328768,248,820
672988786805112832,253,853
672984142909456390,463,1090
672980819271634944,878,1595
672975131468300288,765,1452
672970152493887488,299,811
672968025906282496,457,1143
672964561327235073,546,1229
672902681409806336,418,1188
672898206762672129,353,769
672884426393653248,718,1336
672877615439593473,295,888
672834301050937345,494,1129
672828477930868736,410,1088
672640509974827008,268,850
672622327801233409,413,1127
672614745925664768,507,1065
672609152938721280,334,940
672604026190569472,332,940
672594978741354496,520,1141
672591762242805761,277,822
672591271085670400,153,629
672538107540070400,311,883
672523490734551040,143,540
672488522314567680,365,969
672482722825261057,513,967
672481316919734272,110,625
672475084225949696,601,1264
672466075045466113,437,1166
672272411274932228,2886,5610
672267570918129665,526,1282
672264251789176834,281,994
672256522047614977,1307,2452
672254177670729728,640,1249
672248013293752320,511,1496
672245253877968896,128,594
672239279297454080,271,798
672231046314901505,870,1586
672222792075620352,170,691
672205392827572224,992,1932
672169685991993344,314,892
672160042234327040,301,751
672139350159835138,587,1512
672125275208069120,966,2076
672095186491711488,325,857
672082170312290304,317,820
672068090318987265,438,1116
671896809300709376,3626,7436
671891728106971137,473,1151
671882082306625538,1185,3029
671879137494245376,562,1223
671874878652489728,472,1085
671866342182637568,410,979
671855973984772097,365,782
671789708968640512,2953,6172
671768281401958400,423,1026
671763349865160704,760,1464
671744970634719232,646,1179
671743150407421952,196,659
671735591348891648,646,1262
671729906628341761,3739,7327
671561002136281088,6204,11124
671550332464455680,182,798
671547767500775424,490,1189
671544874165002241,878,1707
671542985629241344,477,944
671538301157904385,333,824
671536543010570240,340,1014
671533943490011136,490,886
671528761649688577,211,717
671520732782923777,443,1198
671518598289059840,246,821
671511350426865664,599,1393
671504605491109889,3073,6089
671497587707535361,380,802
671488513339211776,408,863
671486386088865792,170,501
671485057807351808,192,658
671390180817915904,644,1259
671362598324076544,254,958
671357843010908160,132,345
671355857343524864,102,407
671347597085433856,363,815
671186162933985280,175,622
671182547775299584,278,957
671166507850801152,300,762
671163268581498880,951,1427
671159727754231808,67,311
671154572044468225,184,609
671151324042559489,127,571
671147085991960577,191,570
671141549288370177,564,1003
671138694582165504,334,802
671134062904504320,158,637
671122204919246848,2156,3016
671115716440031232,663,1191
671109016219725825,373,979
670995969505435648,235,947
670842764863651840,7445,21460
670840546554966016,165,514
670838202509447168,590,960
670833812859932673,107,373
670832455012716544,180,627
670826280409919488,3451,4760
670823764196741120,157,658
670822709593571328,82,537
670815497391357952,1293,2716
670811965569282048,226,961
670807719151067136,422,1033
670804601705242624,807,1693
670803562457407488,75,298
670797304698376195,200,647
670792680469889025,235,720
670789397210615808,209,569
670786190031921152,166,516
670783437142401025,326,710
670782429121134593,644,1316
670780561024270336,247,686
670778058496974848,62,291
670764103623966721,365,938
670755717859713024,87,387
670733412878163972,441,832
670727704916926465,311,722
670717338665226240,408,1026
670704688707301377,314,679
670691627984359425,207,508
670679630144274432,235,648
670676092097810432,35,211
670668383499735048,4238,9239
670474236058800128,629,1314
670468609693655041,77,308
670465786746662913,459,845
670452855871037440,173,479
670449342516494336,563,1059
670444955656130560,1720,5924
670442337873600512,174,571
670435821946826752,428,916
670434127938719744,555,1241
670433248821026816,100,290
670428280563085312,509,1196
670427002554466305,141,452
670421925039075328,540,1111
670420569653809152,262,531
670417414769758208,280,490
670411370698022913,754,1756
670408998013820928,184,476
670403879788544000,126,369
670385711116361728,169,482
670374371102445568,232,656
670361874861563904,54,284
670338931251150849,96,366
670319130621435904,1053,3386
670303360680108032,106,377
670290420111441920,246,615
670093938074779648,275,893
670086499208155136,213,603
670079681849372674,1044,1918
670073503555706880,676,1361
670069087419133954,204,530
670061506722140161,282,649
670055038660800512,278,584
670046952931721218,147,560
670040295598354432,95,643
670037189829525505,237,515
670003130994700288,76,286
669993076832759809,69,278
669972011175813120,131,385
669970042633789440,43,262
669942763794931712,131,435
669926384437997569,80,329
669923323644657664,50,198
669753178989142016,335,689
669749430875258880,55,224
669684865554620416,74,438
669683899023405056,91,333
669682095984410625,112,306
669680153564442624,240,573
669661792646373376,357,703
669625907762618368,1545,3051
669603084620980224,316,831
669597912108789760,128,440
669583744538451968,789,1300
669573570759163904,119,380
669571471778410496,864,1381
669567591774625800,45,199
669564461267722241,103,330
669393256313184256,61,305
669375718304980992,619,1154
669371483794317312,147,425
669367896104181761,127,399
669363888236994561,198,545
669359674819481600,101,322
669354382627049472,1076,2334
669353438988365824,222,556
669351434509529089,151,371
669328503091937280,356,887
669327207240699904,100,485
669324657376567296,180,430
669216679721873412,344,1030
669214165781868544,134,376
669203728096960512,400,871
669037058363662336,260,561
669015743032369152,320,636
669006782128353280,205,502
669000397445533696,5431,18177
668994913074286592,186,385
668992363537309700,290,641
668989615043424256,285,584
668988183816871936,389,782
668986018524233728,137,467
668981893510119424,254,469
668979806671884288,285,690
668975677807423489,493,1134
668967877119254528,18,124
668960084974809088,207,602
668955713004314625,63,234
668932921458302977,50,224
668902994700836864,85,271
668892474547511297,123,344
668872652652679168,260,465
668852170888998912,139,400
668826086256599040,111,374
668815180734689280,220,480
668779399630725120,319,619
668655139528511488,184,461
668645506898350081,453,753
668643542311546881,442,767
668641109086707712,458,929
668636665813057536,428,898
668633411083464705,1367,2418
668631377374486528,274,606
668627278264475648,95,272
668625577880875008,109,322
668623201287675904,647,1228
668620235289837568,35,180
668614819948453888,269,535
668587383441514497,911,1445
668567822092664832,46,203
668544745690562560,194,440
668542336805281792,179,389
668537837512433665,61,220
668528771708952576,187,396
668507509523615744,86,269
668496999348633600,113,352
668484198282485761,206,361
668480044826800133,125,382
668466899341221888,434,753
668297328638447616,255,547
668291999406125056,25,208
668286279830867968,110,427
668274247790391296,194,704
668268907921326080,204,474
668256321989451776,509,1129
668248472370458624,400,818
668237644992782336,2375,5329
668226093875376128,85,242
668221241640230912,169,443
668204964695683073,169,477
668190681446379520,169,563
668171859951755264,159,415
668154635664932864,267,429
668142349051129856,234,501
668113020489474048,206,565
667937095915278337,677,1094
667924896115245057,95,261
667915453470232577,46,181
667911425562669056,241,423
667902449697558528,324,738
667886921285246976,899,1622
667885044254572545,389,715
667878741721415682,100,341
667873844930215936,333,539
667866724293877760,881,2650
667861340749471744,68,218
667832474953625600,53,245
667806454573760512,411,911
667801013445750784,80,276
667793409583771648,279,591
667782464991965184,209,354
667773195014021121,44,199
667766675769573376,184,367
667728196545200128,125,319
667724302356258817,262,418
667550904950915073,28,0
667550882905632768,25,0
667549055577362432,1900,4985
667546741521195010,104,300
667544320556335104,450,745
667538891197542400,57,171
667534815156183040,440,706
667530908589760512,205,404
667524857454854144,953,1469
667517642048163840,164,327
667509364010450944,1838,5896
667502640335572993,192,475
667495797102141441,227,444
667491009379606528,187,447
667470559035432960,85,222
667455448082227200,53,167
667453023279554560,70,278
667443425659232256,480,670
667437278097252352,198,389
667435689202614272,75,264
667405339315146752,192,400
667393430834667520,50,165
667369227918143488,141,324
667211855547486208,209,419
667200525029539841,224,533
667192066997374976,84,322
667188689915760640,327,633
667182792070062081,5177,12237
667177989038297088,47,158
667176164155375616,378,515
667174963120574464,69,216
667171260800061440,72,184
