tweet_id,retweet_count,favorite_count
819015331746349057,17473,0
819006400881917954,17473,41966
819004803107983360,33915,80681
818646164899774465,19104,0
818627210458333184,6933,20727
818614493328580609,2316,9074
818588835076603904,5598,0
818536468981415936,2232,9998
818307523543449600,7335,0
818259473185828864,2044,10151
818145370475810820,2327,11331
817908911860748288,727,4495
817827839487737858,24687,47550
817777686764523521,2479,9957
817536400337801217,2686,10872
817502432452313088,3081,0
817423860136083457,13357,31158
817415592588222464,874,5176
817181837579653120,7728,0
817171292965273600,1832,8070
817120970343411712,2367,11254
817056546584727552,1494,7936
816829038950027264,4311,0
816816676327063552,1867,9255
816697700272001025,2017,9016
816450570814898180,7335,28034
816336735214911488,1768,7975
816091915477250048,1962,8286
816062466425819140,925,0
816014286006976512,4796,0
815990720817401858,925,4574
815966073409433600,7728,20665
815745968457060357,3792,0
815736392542261248,2086,9067
815639385530101762,1527,7590
815390420867969024,3509,9587
814986499976527872,1176,7083
814638523311648768,2488,10433
814578408554463233,5358,0
814530161257443328,1718,8047
814153002265309185,7957,26652
813944609378369540,2915,0
813910438903693312,1715,8617
813812741911748608,12781,33734
813800681631023104,1619,7688
813217897535406080,6749,17241
813202720496779264,1676,8563
813187593374461952,3976,18337
813172488309972993,1782,8580
813157409116065792,2034,7177
813142292504645637,2207,7866
813130366689148928,411,4149
813127251579564032,2878,10966
813112105746448384,2531,9560
813096984823349248,3326,9760
813081950185472002,2559,9196
813066809284972545,1803,7372
813051746834595840,6725,19453
812781120811126785,1765,6985
812709060537683968,1337,6120
812503143955202048,1128,5584
812466873996607488,1773,7376
812372279581671427,3368,12624
811985624773361665,1294,6741
811744202451197953,1451,6996
811647686436880384,671,5179
811627233043480576,2802,11784
811386762094317568,5874,19347
810984652412424192,1304,4917
810896069567610880,1610,8311
810657578271330305,2422,10153
810284430598270976,10346,32514
810254108431155201,3101,13555
809920764300447744,3614,14353
809808892968534016,4507,0
809448704142938112,1346,6447
809220051211603969,5151,18379
809084759137812480,3227,12213
808838249661788160,2814,9378
808733504066486276,2003,7312
808501579447930884,2422,10475
808344865868283904,19104,39322
808134635716833280,5420,0
808106460588765185,2031,8172
808001312164028416,3251,11559
807621403335917568,3332,13512
807106840509214720,50725,109048
807059379405148160,6748,0
807010152071229440,3551,12111
806629075125202948,31816,68930
806620845233815552,5047,0
806576416489959424,1778,4522
806542213899489280,2184,9489
806242860592926720,10688,0
806219024703037440,1105,5971
805958939288408065,4932,0
805932879469572096,1772,7670
805826884734976000,1689,6095
805823200554876929,7338,0
805520635690676224,1525,5349
805487436403003392,2338,8111
805207613751304193,1596,7284
804738756058218496,3542,12615
804475857670639616,1849,5686
804413760345620481,2954,0
804026241225523202,14778,41173
803773340896923648,2544,9320
803692223237865472,6774,0
803638050916102144,3831,10134
803380650405482500,1745,7198
803321560782307329,4874,0
803276597545603072,2262,9298
802952499103731712,1839,8379
802624713319034886,2687,0
802600418706604034,1365,6593
802572683846291456,2317,8297
802323869084381190,5383,14956
802265048156610565,1271,6448
802239329049477120,2409,8439
802185808107208704,248,0
801958328846974976,1566,7191
801854953262350336,217,1689
801538201127157760,1923,7615
801285448605831168,763,5612
801167903437357056,5420,22522
801127390143516673,3641,0
801115127852503040,1959,7477
800859414831898624,89,638
800855607700029440,1496,0
800751577355128832,2588,9849
800513324630806528,2772,12143
800459316964663297,2026,8807
800443802682937345,3961,0
800388270626521089,2593,10326
800188575492947969,3612,0
800141422401830912,2358,14195
800018252395122689,12087,26299
799774291445383169,4292,0
799757965289017345,1976,7764
799422933579902976,1763,7471
799308762079035393,5000,0
799297110730567681,2511,9163
799063482566066176,2309,7501
798933969379225600,4088,12125
798925684722855936,1334,6960
798705661114773508,6107,0
798701998996647937,7101,0
798697898615730177,5982,0
798694562394996736,4559,0
798686750113755136,2145,0
798682547630837760,4351,0
798673117451325440,5121,0
798665375516884993,3626,0
798644042770751489,1720,0
798628517273620480,1838,0
798585098161549313,5177,0
798576900688019456,5388,0
798340744599797760,3090,0
798209839306514432,2391,9684
797971864723324932,2849,10699
797545162159308800,4549,13494
797236660651966464,6056,18492
797165961484890113,24,208
796904159865868288,8198,0
796865951799083009,1810,7129
796759840936919040,2778,10911
796563435802726400,6601,0
796484825502875648,1621,7000
796387464403357696,3821,10187
796177847564038144,13129,0
796149749086875649,13129,29777
796125600683540480,1649,4607
796116448414461957,2208,8402
796080075804475393,2131,7795
796031486298386433,3427,9989
795464331001561088,21590,45757
795400264262053889,2641,9303
795076730285391872,5012,14970
794983741416415232,3114,0
794926597468000259,2127,9426
794355576146903043,9498,0
794332329137291264,2497,8896
794205286408003585,3062,8546
793962221541933056,4507,15523
793845145112371200,1716,8529
793614319594401792,2863,0
793601777308463104,1500,7382
793500921481273345,2191,9850
793286476301799424,8442,22731
793271401113350145,2218,8022
793256262322548741,7657,18476
793241302385262592,3023,9720
793226087023144960,2678,9069
793210959003287553,2565,8242
793195938047070209,5199,14109
793180763617361921,1836,6401
793165685325201412,2590,8681
793150605191548928,1565,5679
793135492858580992,2307,5946
793120401413079041,3611,11730
792913359805018113,3649,13250
792883833364439040,3930,10424
792773781206999040,1550,6811
792394556390137856,3951,12399
792050063153438720,1645,6603
791821351946420224,19324,0
791784077045166082,8729,0
791780927877898241,3500,0
791774931465953280,20408,41798
791672322847637504,2863,10830
791406955684368384,3792,12169
791312159183634433,2322,8099
791026214425268224,3732,0
790987426131050500,1955,9057
790946055508652032,4311,15453
790723298204217344,2109,0
790698755171364864,1771,7604
790581949425475584,6542,19122
790337589677002753,1740,7222
790277117346975746,2915,11566
790227638568808452,3246,0
789986466051088384,2109,8595
789960241177853952,3742,0
789903600034189313,3814,9529
789628658055020548,1610,6909
789599242079838210,1756,6231
789530877013393408,3114,10816
789314372632018944,2104,7987
789280767834746880,4508,0
789268448748703744,2406,8444
789137962068021249,2563,8989
788908386943430656,11455,25347
788765914992902144,9498,25291
788552643979468800,6535,0
788412144018661376,4853,14381
788178268662984705,1950,6731
788150585577050112,1183,5671
788070120937619456,3167,0
788039637453406209,1205,5650
787810552592695296,2795,7949
787717603741622272,2534,9450
787397959788929025,2621,10045
787322443945877504,1605,7202
787111942498508800,6201,0
786963064373534720,7293,24589
786729988674449408,2220,0
786709082849828864,5618,16891
786664955043049472,2322,9803
786595970293370880,2868,8729
786363235746385920,3157,10043
786286427768250368,2603,7385
786233965241827333,4299,14023
786051337297522688,143,1324
786036967502913536,6391,0
785927819176054784,2931,10498
785872687017132033,1645,6168
785639753186217984,2073,7229
785533386513321988,1802,8339
785515384317313025,1137,5641
785264754247995392,1492,6747
785170936622350336,4413,11091
784826020293709826,2954,9342
784517518371221505,2322,8306
784431430411685888,1159,5309
784183165795655680,7338,18499
784057939640352768,10172,27412
783839966405230592,9845,27660
783821107061198850,1796,6816
783695101801398276,2936,9629
783466772167098368,2046,7761
783391753726550016,5013,15612
783347506784731136,5058,0
783334639985389568,10688,26870
783085703974514689,1987,7543
782969140009107456,6748,22239
782747134529531904,1289,6895
782722598790725632,4932,15903
782598640137187329,1742,7185
782305867769217024,5048,15331
782021823840026624,5629,0
781955203444699136,3081,10290
781661882474196992,2476,9623
781655249211752448,1036,3680
781524693396357120,5047,19073
781308096455073793,2346,6577
781251288990355457,1898,7698
781163403222056960,2531,9005
780931614150983680,6601,19939
780858289093574656,1834,6606
780800785462489090,1181,5045
780601303617732608,3069,11082
780543529827336192,1601,5823
780496263422808064,3360,0
780476555013349377,101,0
780459368902959104,982,4873
780192070812196864,2046,8007
780092040432480260,2086,0
780074436359819264,4499,11164
779834332596887552,6391,17317
779377524342161408,2832,8047
779124354206535695,16747,0
779056095788752897,4139,13567
778990705243029504,6559,18347
778774459159379968,8986,0
778764940568104960,328,796
778748913645780993,1185,6292
778650543019483137,1369,5280
778624900596654080,926,4238
778408200802557953,3948,12581
778396591732486144,11120,0
778383385161035776,1000,5370
778286810187399168,3010,9487
778039087836069888,2414,7815
778027034220126208,1464,6028
777953400541634568,3206,0
777885040357281792,1487,5836
777684233540206592,2687,10339
777641927919427584,3853,0
777621514455814149,2307,8012
777189768882946048,3917,13004
776819012571455488,12352,0
776813020089548800,1099,4500
776477788987613185,2514,8047
776249906839351296,8291,0
776218204058357768,14443,27480
776201521193218049,2299,8805
776113305656188928,3961,10831
776088319444877312,140,1681
775898661951791106,15265,0
775842724423557120,2413,10741
775733305207554048,3641,12710
775729183532220416,4203,11939
775364825476165632,2670,6806
775350846108426240,3555,9330
775085132600442880,4292,14278
774757898236878852,1621,7917
774639387460112384,1578,6211
774314403806253056,5000,20026
773985732834758656,3527,9916
773922284943896577,1593,5907
773704687002451968,1469,6067
773670353721753600,1202,4932
773547596996571136,5598,20313
773336787167145985,4565,0
773308824254029826,6823,21377
773247561583001600,2955,8660
773191612633579521,3737,9164
772877495989305348,3522,7870
772826264096874500,2167,7361
772615324260794368,3062,0
772581559778025472,1556,5950
772193107915964416,1264,5539
772152991789019136,1033,3498
772117678702071809,673,3465
772114945936949249,431,2522
772102971039580160,846,3673
771908950375665664,1721,6013
771770456517009408,3090,10938
771500966810099713,2387,7596
771380798096281600,4565,9667
771171053431250945,6754,0
771136648247640064,2668,8411
771102124360998913,1303,5716
771014301343748096,1509,6317
770787852854652928,1082,4493
770772759874076672,1302,4758
770655142660169732,1637,6731
770414278348247044,1895,5791
770293558247038976,1325,5710
770093767776997377,2766,0
770069151037685760,2090,6952
769940425801170949,8663,28609
769695466921623552,1531,5889
769335591808995329,7017,0
769212283578875904,1573,4974
768970937022709760,5882,13096
768909767477751808,2389,0
768855141948723200,807,3837
768609597686943744,1077,3768
768596291618299904,1174,4629
768554158521745409,5277,0
768473857036525572,3109,12483
768193404517830656,3206,9918
767884188863397888,1253,4361
767754930266464257,4874,14586
767500508068192258,2109,6871
767191397493538821,3408,11245
767122157629476866,2585,9315
766793450729734144,1232,4629
766714921925144576,340,2399
766693177336135680,717,3687
766423258543644672,1428,5500
766313316352462849,1692,6198
766078092750233600,2376,0
766069199026450432,760,3845
766008592277377025,452,3431
765719909049503744,1951,6609
765669560888528897,1108,4724
765395769549590528,3056,24427
765371061932261376,1965,6520
765222098633691136,3062,10656
764857477905154048,1617,5926
764259802650378240,1363,5490
763956972077010945,48,714
763837565564780549,3732,11460
763183847194451968,1323,4923
763167063695355904,2697,0
763103485927849985,2069,6741
762699858130116608,3246,11060
762471784394268675,5808,10294
762464539388485633,3742,9411
762316489655476224,1016,4391
762035686371364864,14070,29212
761976711479193600,1790,4931
761750502866649088,3524,0
761745352076779520,783,3919
761672994376806400,26214,45252
761599872357261312,1075,3777
761371037149827077,16356,0
761334018830917632,1318,4701
761292947749015552,990,4076
761227390836215808,1415,4847
761004547850530816,3167,10378
760893934457552897,871,3478
760656994973933572,1712,6028
760641137271070720,1171,4561
760539183865880579,3268,6913
760521673607086080,1263,3834
760290219849637889,10392,24462
760252756032651264,784,3629
760190180481531904,1614,5236
760153949710192640,27,0
759943073749200896,1896,5414
759846353224826880,1771,6137
759793422261743616,1736,5447
759557299618865152,1088,4306
759447681597108224,2220,7704
759446261539934208,447,1525
759197388317847553,1775,5586
759159934323924993,1053,0
759099523532779520,3747,13307
759047813560868866,1811,5926
758854675097526272,824,3239
758828659922702336,3476,10216
758740312047005698,1475,5247
758474966123810816,902,3473
758467244762497024,1995,4377
758405701903519748,1730,4767
758355060040593408,941,3066
758099635764359168,8986,17321
758041019896193024,334,2454
757741869644341248,2968,6254
757729163776290825,7084,0
757725642876129280,1084,4156
757611664640446465,992,4188
757597904299253760,274,0
757596066325864448,941,3974
757400162377592832,6221,13806
757393109802180609,1562,5341
757354760399941633,1280,4119
756998049151549440,1805,5709
756939218950160384,1811,6066
756651752796094464,1172,4574
756526248105566208,3225,9454
756303284449767430,984,3604
756288534030475264,16002,40175
756275833623502848,1378,5830
755955933503782912,2584,6682
755206590534418437,4832,14950
755110668769038337,10022,19306
754874841593970688,7122,0
754856583969079297,2275,6307
754747087846248448,466,2354
754482103782404096,1760,4814
754449512966619136,659,3413
754120377874386944,2130,7199
753655901052166144,1960,5336
753420520834629632,3179,7161
753398408988139520,1701,5235
753375668877008896,2086,6937
753298634498793472,5116,0
753294487569522689,940,3034
753039830821511168,18806,33793
753026973505581056,860,3568
752932432744185856,6201,11505
752917284578922496,1413,6338
752701944171524096,2573,0
752682090207055872,1433,5474
752660715232722944,1403,3988
752568224206688256,2056,5003
752519690950500352,3087,6678
752334515931054080,993,3511
752309394570878976,14683,0
752173152931807232,1634,5420
751950017322246144,815,2795
751937170840121344,1174,4730
751830394383790080,1754,5326
751793661361422336,2570,5282
751598357617971201,2776,7232
751583847268179968,993,3990
751538714308972544,1132,4600
751456908746354688,912,2944
751251247299190784,5295,11459
751205363882532864,1640,5750
751132876104687617,1168,4610
750868782890057730,1222,4367
750719632563142656,4508,11962
750506206503038976,1028,4030
750429297815552001,3853,12016
750383411068534784,1022,4152
750381685133418496,25,658
750147208377409536,864,2847
750132105863102464,1155,3289
750117059602808832,1185,3958
750101899009982464,762,2790
750086836815486976,481,1976
750071704093859840,2988,7097
750056684286914561,806,2887
750041628174217216,560,2897
750026558547456000,705,2464
750011400160841729,807,2936
749996283729883136,745,2764
749981277374128128,2231,4685
749774190421639168,1186,4241
749417653287129088,1488,5550
749403093750648834,479,2385
749395845976588288,3102,7788
749317047558017024,2014,4969
749075273010798592,1848,5235
749064354620928000,1381,4385
749036806121881602,721,2810
748977405889503236,3075,9781
748932637671223296,2026,5291
748705597323898880,856,2516
748699167502000129,1434,4299
748692773788876800,1213,3857
748575535303884801,1778,5517
748568946752774144,597,1998
748346686624440324,1106,4725
748337862848962560,3679,6922
748324050481647620,671,3376
748307329658011649,644,3357
748220828303695873,6971,12881
747963614829678593,1922,5248
747933425676525569,2312,6034
747885874273214464,863,2659
747844099428986880,665,2563
747816857231626240,1037,4409
747651430853525504,141,1250
747648653817413632,5238,11717
747600769478692864,514,2112
747594051852075008,937,3335
747512671126323200,1451,4998
747461612269887489,922,3500
747439450712596480,1728,4930
747242308580548608,2584,0
747219827526344708,1416,4778
747204161125646336,812,3049
747103485104099331,3557,8694
746906459439529985,261,2654
746872823977771008,1895,5448
746818907684614144,1563,4834
746790600704425984,1434,4441
746757706116112384,3500,8629
746726898085036033,1615,5508
746542875601690625,1718,4598
746521445350707200,881,0
746507379341139972,976,4268
746369468511756288,1459,5619
746131877086527488,1961,6245
746056683365994496,723,3234
745789745784041472,949,3580
745712589599014916,2088,6348
745433870967832576,2273,6409
745422732645535745,2163,7761
745314880350101504,2450,6460
745074613265149952,3134,7107
745057283344719872,2026,6593
744995568523612160,557,2672
744971049620602880,2401,7150
744709971296780288,1402,5092
744334592493166593,1896,6197
744234799360020481,69448,141792
744223424764059648,321,1497
743980027717509120,984,3794
743895849529389061,862,3314
743835915802583040,1837,0
743609206067040256,1246,4072
743595368194129920,5848,16565
743545585370791937,849,3198
743510151680958465,3357,7230
743253157753532416,1102,3835
743222593470234624,1708,5592
743210557239623680,1222,3491
742534281772302336,3233,6422
742528092657332225,1770,4002
742465774154047488,3543,6574
742423170473463808,3360,8870
742385895052087300,1741,6127
742161199639494656,1225,3916
742150209887731712,1379,4590
741793263812808706,1364,4127
741743634094141440,2456,7387
741438259667034112,737,3338
741303864243200000,2865,7926
741099773336379392,4930,9032
741067306818797568,2766,8658
740995100998766593,2423,5692
740711788199743490,844,3073
740699697422163968,694,2579
740676976021798912,6107,16433
740373189193256964,11911,31700
740365076218183684,378,2206
740359016048689152,784,2984
740214038584557568,1760,6014
739979191639244800,5277,18030
739932936087216128,962,3646
739844404073074688,774,3444
739623569819336705,1215,3423
739606147276148736,1476,4862
739544079319588864,18939,35706
739485634323156992,2599,6444
739238157791694849,51915,104643
738891149612572673,6,88
738885046782832640,1021,3415
738883359779196928,709,2966
738537504001953792,1366,4601
738402415918125056,731,2940
738184450748633089,1090,3888
738166403467907072,2987,7905
738156290900254721,575,2229
737826014890496000,1577,4712
737800304142471168,3127,9007
737678689543020544,1173,4529
737445876994609152,3993,9254
737322739594330112,718,3251
737310737551491075,6628,13260
736736130620620800,1526,3794
736392552031657984,6535,15988
736365877722001409,1090,3599
736225175608430592,2502,7321
736010884653420544,2663,7099
735991953473572864,1027,3240
735648611367784448,989,3654
735635087207878657,2108,5533
735274964362878976,4461,11796
735256018284875776,796,3009
735137028879360001,864,2828
734912297295085568,463,2488
734787690684657664,5683,11316
734776360183431168,482,2272
734559631394082816,347,1350
733828123016450049,704,3228
733822306246479872,904,3313
733482008106668032,837,2819
733460102733135873,1123,3786
733109485275860992,15264,48178
732732193018155009,477,2182
732726085725589504,783,3207
732585889486888962,705,3287
732375214819057664,2250,7271
732005617171337216,4796,13388
731285275100512256,885,3130
731156023742988288,1123,3464
730924654643314689,1756,5490
730573383004487680,1879,4360
730427201120833536,928,3131
730211855403241472,944,3412
730196704625098752,1670,4345
729854734790754305,996,3627
